,시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
23055,헨로포우,반려동물업,반려동물 서비스,반려동물용품,서울특별시,서초구,서초동,,1668-11 번지,서초대로60길,34 번,37.49350935,127.018679,6632.0,서울특별시 서초구 서초대로60길 34,서울특별시 서초구 서초동 1668-11,070-5161-8773,https://henlopaw.com/,"매주 토, 일",월~금 09:30~16:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
23056,헨리앤첩스,반려동물업,반려동물 서비스,반려동물용품,서울특별시,용산구,원효로1동,,133-3 번지,백범로,341 번,37.53793867,126.967973,4315.0,서울특별시 용산구 백범로 341,서울특별시 용산구 원효로1가 133-3,0507-1329-6916,https://smartstore.naver.com/henryandchubs,"매주 토, 일",월~금 09:00~18:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
23059,헬로독하이캣,반려동물업,반려동물 서비스,반려동물용품,서울특별시,관악구,신림동,,118-3 번지,신림로,108 번,37.4711305,126.937598,8839.0,서울특별시 관악구 신림로 108,서울특별시 관악구 신림동 118-3,0507-1309-9590,정보없음,매주 일요일,월~토 10:30~21:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
23062,헬로뚜니,반려동물업,반려동물 서비스,반려동물용품,서울특별시,광진구,자양동,,861 번지,능동로,69 번,37.53784123,127.068994,5074.0,서울특별시 광진구 능동로 69,서울특별시 광진구 자양동 861,,https://www.instagram.com/hello_dduni/,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
23064,헬로우 동물병원,반려동물업,반려의료,동물병원,서울특별시,서대문구,연희동,,79-12 번지,연희로,178 번,37.57277747,126.935735,3723.0,서울특별시 서대문구 연희로 178,서울특별시 서대문구 연희동 79-12,02-333-7750,정보없음,연중무휴,"월~금 10:00~20:00, 토, 법정공휴일 10:00~18:00, 일 10:00~14:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23068,헬로우뮤지움,반려동물업,반려동반여행,미술관,서울특별시,성동구,성수2가3동,,284-22 번지,성수일로12길,20 번,37.54817447,127.05325,4793.0,서울특별시 성동구 성수일로12길 20,서울특별시 성동구 성수동2가 284-22,02-3217-4222,www.hellomuseum.com,"설, 추석 당일 매주 월, 화",수~일 10:00~18:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,2022-11-30
23075,헬로펫살롱,반려동물업,반려동물 서비스,반려동물용품,서울특별시,서대문구,북가좌동,,481 번지,수색로,100 번,37.57472719,126.907815,3709.0,서울특별시 서대문구 수색로 100,서울특별시 서대문구 북가좌동 481,0507-1498-0211,https://instagram.com/hello_petsalon?utm_medium=copy_link,매주 일요일,월~토 10:00~19:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
23077,헬리오이화약국,반려동물업,반려의료,동물약국,서울특별시,송파구,가락동,,913 번지,송파대로,345 번,37.49761457,127.102532,5698.0,서울특별시 송파구 송파대로 345,서울특별시 송파구 가락동 913,0507-1307-3016,정보없음,연중무휴,"월~금 09:00~22:00, 토~일 09:00~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23078,헬릭스동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,서초구,반포동,,19-1 번지,신반포로,162 번,37.50488844,127.00228,6546.0,서울특별시 서초구 신반포로 162,서울특별시 서초구 반포동 19-1,02-2135-9119,http://www.helix-amc.com/,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23080,헬릭스동물메디컬센터 송파분원,반려동물업,반려의료,동물병원,서울특별시,송파구,삼전동,,28-2 번지,삼전로,56 번,37.50377646,127.08789,5581.0,서울특별시 송파구 삼전로 56,서울특별시 송파구 삼전동 28-2,02-6953-7502,http://www.helix-amc.com/,연중무휴,매일 09:00~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,"일반동물병원, 야간응급실 매일 운영",없음,2022-11-30
23081,헬릭스동물암센터,반려동물업,반려의료,동물병원,서울특별시,중구,을지로동,,133-1 번지,을지로38길,20 번,37.56588491,127.00334,4561.0,서울특별시 중구 을지로38길 20,서울특별시 중구 을지로5가 133-1,02-6956-7502,http://www.helix-amc.com/,연중무휴,매일 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23146,현대약국,반려동물업,반려의료,동물약국,서울특별시,금천구,독산동,,291-1 번지,두산로,70 번,37.46896278,126.895621,8584.0,서울특별시 금천구 두산로 70,서울특별시 금천구 독산동 291-1,02-2181-3677,정보없음,매주 일요일,"월~금 09:00~20:00, 토 10:00~15:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23167,현대제이드약국,반려동물업,반려의료,동물약국,서울특별시,강동구,성내동,,460-1 번지,강동대로,155 번,37.52614008,127.124301,5400.0,서울특별시 강동구 강동대로 155,서울특별시 강동구 성내동 460-1,02-484-1511,정보없음,매주 일요일,"월~금 09:00~19:30, 토 09:00~17:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23168,현대종합동물병원,반려동물업,반려의료,동물병원,서울특별시,강북구,수유동,,252-199 번지,노해로,94 번,37.64377248,127.02305,1051.0,서울특별시 강북구 노해로 94,서울특별시 강북구 수유동 252-199,02-999-9110,정보없음,매주 일요일,월~금 09:00~21:00(토 19:00),Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23169,현대종합동물병원,반려동물업,반려의료,동물병원,서울특별시,도봉구,방학동,,680-1 번지,도봉로,669 번,37.66431622,127.042312,1346.0,서울특별시 도봉구 도봉로 669,서울특별시 도봉구 방학동 680-1,02-3491-8000,정보없음,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23170,현대종합동물병원,반려동물업,반려의료,동물병원,서울특별시,동대문구,장안동,,330-2 번지,답십리로,293 번,37.57248315,127.073033,2523.0,서울특별시 동대문구 답십리로 293,서울특별시 동대문구 장안동 330-2,02-2212-7596,http://www.whopet.com/,연중무휴,"월~토 09:00~21:00, 일, 법정공휴일 10:00~20:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23171,현대종합동물병원,반려동물업,반려의료,동물병원,서울특별시,강동구,천호동,,397-74 번지,구천면로,238 번,37.54167721,127.130879,5334.0,서울특별시 강동구 구천면로 238,서울특별시 강동구 천호동 397-74,02-488-3703,https://blog.naver.com/hdvet,매주 일요일,월~토 10:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23173,현대파크빌약국,반려동물업,반려의료,동물약국,서울특별시,구로구,구로동,,108 번지,공원로,41 번,37.50036882,126.889925,8298.0,서울특별시 구로구 공원로 41,서울특별시 구로구 구로동 108,02-868-5116,정보없음,"매주 토, 일",월~금09:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23181,현림종합동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,목동,,657-16 번지,등촌로,160 번,37.54403832,126.862421,7951.0,서울특별시 양천구 등촌로 160,서울특별시 양천구 목동 657-16,02-2642-8886,정보없음,매주 일요일,"월~금 10:00~18:00, 토 10:00~16:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23184,현약국,반려동물업,반려의료,동물약국,서울특별시,성북구,돈암동,,636 번지,북악산로,844 번,37.59738598,127.019323,2828.0,서울특별시 성북구 북악산로 844,서울특별시 성북구 돈암동 636,02-926-1860,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:30",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23185,현약국,반려동물업,반려의료,동물약국,서울특별시,광진구,구의동,,234-9 번지,광나루로,508 번,37.54479816,127.085964,5031.0,서울특별시 광진구 광나루로 508,서울특별시 광진구 구의동 234-9,070-4240-1131,정보없음,"매주 일요일, 법정공휴일","월, 수, 목, 일 09:00~20:00, 화 09:00~18:30, 토 09:00~14:30",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23186,현약국,반려동물업,반려의료,동물약국,경기도,시흥시,배곧동,,202 번지,서울대학로278번길,67 번,37.36889514,126.73134,15011.0,경기도 시흥시 서울대학로278번길 67,경기도 시흥시 배곧동 202,070-4189-3311,정보없음,법정공휴일,"월~금 10:00~22:00, 토 10:00~22:00, 일 10:00~22:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23195,협성가축약품,반려동물업,반려의료,동물약국,서울특별시,동대문구,청량리동,,235-4 번지,왕산로,225 번,37.5821227,127.047209,2490.0,서울특별시 동대문구 왕산로 225,서울특별시 동대문구 청량리동 235-4,02-965-9778,정보없음,매주 일요일,"월~금 3~9월 10:00~20:00, 10~2월 10:00~19:00, 토 10:00~18:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23203,형제동물의료센터,반려동물업,반려의료,동물병원,서울특별시,관악구,봉천동,,923-23 번지,남부순환로,1747-1 번,37.48234933,126.944271,8757.0,서울특별시 관악구 남부순환로 1747-1,서울특별시 관악구 봉천동 923-23,02-889-0575,정보없음,연중무휴,"월~금 09:00~21:00, 토 09:00~19:00, 일 10:00~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23204,형제약국,반려동물업,반려의료,동물약국,서울특별시,금천구,시흥동,,828-41 번지,금하로,707 번,37.45125586,126.908729,8574.0,서울특별시 금천구 금하로 707,서울특별시 금천구 시흥동 828-41,02-803-4973,정보없음,매주 일요일,월~토 09:00~21:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23205,혜곡최순우기념관,반려동물업,반려동반여행,박물관,서울특별시,성북구,성북동,,126-20 번지,성북로15길,9 번,37.59297685,127.00035,2880.0,서울특별시 성북구 성북로15길 9,서울특별시 성북구 성북동 126-20,02-3675-3401,www.choisunu.com,"설, 추석 당일, 매주 월,일",화~토 10:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022-11-30
23207,혜민동물병원,반려동물업,반려의료,동물병원,서울특별시,강남구,삼성동,,10-25 번지,봉은사로57길,59 번,37.51458338,127.043739,6092.0,서울특별시 강남구 봉은사로57길 59,서울특별시 강남구 삼성동 10-25,02-454-8275,https://hyeminamc.modoo.at/,연중무휴,"월, 금 14:00~16:00, 화, 목 13:30~21:00, 수 11:00~15:00, 토~일 12:00~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23208,혜민약국,반려동물업,반려의료,동물약국,서울특별시,강북구,미아동,,317-12 번지,솔샘로67길,118 번,37.62231315,127.026963,1175.0,서울특별시 강북구 솔샘로67길 118,서울특별시 강북구 미아동 317-12,02-6406-1177,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~15:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23209,혜민약국,반려동물업,반려의료,동물약국,서울특별시,강동구,길동,,331-2 번지,천중로51길,56 번,37.54326395,127.144933,5301.0,서울특별시 강동구 천중로51길 56,서울특별시 강동구 길동 331-2,02-487-0292,정보없음,매주 일요일,"월~토, 법정공휴일 09:00~21:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23217,혜성약국,반려동물업,반려의료,동물약국,서울특별시,서대문구,북가좌동,,3-36 번지,증가로20가길,89 번,37.58243136,126.919459,3671.0,서울특별시 서대문구 증가로20가길 89,서울특별시 서대문구 북가좌동 3-36,02-373-1190,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~17:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23218,혜성약국,반려동물업,반려의료,동물약국,서울특별시,중구,을지로동,,71-2 번지,을지로,177 번,37.56697982,126.99755,4545.0,서울특별시 중구 을지로 177,서울특별시 중구 을지로4가 71-2,0507-1425-7418,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~19:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23220,혜원동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,면목동,,497-7 번지,면목로,341 번,37.58217635,127.088154,2228.0,서울특별시 중랑구 면목로 341,서울특별시 중랑구 면목동 497-7,02-439-8300,정보없음,매주 일요일,월~토 09:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23227,혜인종합 동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,목동,,613-8 번지,등촌로,218 번,37.54914969,126.863898,7946.0,서울특별시 양천구 등촌로 218,서울특별시 양천구 목동 613-8,02-2645-1475,https://blog.naver.com/dvmmoon,연중무휴,"월~금 09:30~19:00, 토, 법정공휴일 09:30~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23230,호 동물병원,반려동물업,반려의료,동물병원,서울특별시,강북구,미아동,,1318 번지,월계로,53 번,37.6120233,127.035537,1237.0,서울특별시 강북구 월계로 53,서울특별시 강북구 미아동 1318,02-988-6543,정보없음,"매주 일요일, 법정공휴일","월~금 09:30~19:00, 토, 법정공휴일 09:30~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23239,호담동물병원,반려동물업,반려의료,동물병원,서울특별시,성북구,하월곡동,,88-677 번지,동소문로,302 번,37.60678649,127.028533,2733.0,서울특별시 성북구 동소문로 302,서울특별시 성북구 하월곡동 88-677,02-915-5301,https://blog.naver.com/hodam5,매주 일요일,"월~금 10:00~20:00, 토, 법정공휴일 10:00~19:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23245,호림박물관 신림본관,반려동물업,반려동반여행,박물관,서울특별시,관악구,신림동,,1707 번지,남부순환로152길,53 번,37.4808823,126.918236,8772.0,서울특별시 관악구 남부순환로152길 53,서울특별시 관악구 신림동 1707,02-858-2500,www.horimmuseum.org,"매주 토~월, 법정공휴일",화~금 10:00~17:00,Y,4000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022-11-30
